BirdID,FinalStage,LayYear,LayYearEstimated,BirthDate,BirthFieldPeriodID,BirthDateEstimated,DeathYear,DeathMonth,DeathDay,DeathStatus,DeathType,Remarks,DoNotEditMe,MergeStatus
1626,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,-556660225,
1627,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,-741300993,
1628,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,-989801473,
1629,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,820791039,
1630,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,515239423,
1631,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,-256575233,
1632,A,2002,TRUE,12/04/2002,76,TRUE,,,,,,,413390847,
1633,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,1997748991,
1634,A,2001,TRUE,11/07/2001,53,TRUE,,,,,,,-921628161,
1635,A,2001,TRUE,14/11/2001,53,TRUE,,,,,,,-1154249473,
1636,A,2001,TRUE,12/07/2001,53,TRUE,,,,,,,-1669850113,
1637,A,2001,TRUE,12/07/2001,53,TRUE,,,,,,,-2119799041,
1638,A,2001,TRUE,14/11/2001,53,TRUE,,,,,,,656897535,
1639,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,1736466687,
1640,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,-2082365441,
1641,A,2002,TRUE,14/04/2002,76,TRUE,,,,,,,1182393087,
1642,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,-1484973569,
1643,A,2001,TRUE,15/11/2001,53,TRUE,,,,,,,-1173392129,
1644,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,1367630847,
1645,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,-845048065,
1646,A,2002,TRUE,14/04/2002,76,TRUE,,,,,,,-2116682241,
1647,A,2002,TRUE,14/04/2002,76,TRUE,,,,,,,462735615,
1648,A,2002,TRUE,14/04/2002,76,TRUE,,,,,,,-1690015745,
1649,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,-445543681,
1650,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,-1690951169,
1651,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,-318481153,
1652,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,239447039,
1653,A,2001,TRUE,13/07/2001,53,TRUE,,,,,,,377339647,
1654,A,2001,TRUE,15/11/2001,53,TRUE,,,,,,,-1444837889,
1655,A,2001,TRUE,16/11/2001,53,TRUE,,,,,,,462565631,
1656,A,2001,TRUE,16/11/2001,53,TRUE,,,,,,,-1293144065,
1657,A,2001,TRUE,14/07/2001,53,TRUE,,,,,,,-677760257,
1658,A,2001,TRUE,14/07/2001,53,TRUE,,,,,,,-1722013185,
1659,A,2001,TRUE,14/07/2001,53,TRUE,,,,,,,-189643521,
1660,A,2002,FALSE,18/03/2002,41,TRUE,,,,,,,1893463039,
1661,A,2002,TRUE,17/04/2002,41,TRUE,,,,,,,31123199,
1662,A,2002,TRUE,19/03/2002,41,TRUE,,,,,,,778702335,
1663,A,2001,TRUE,17/07/2001,40,TRUE,,,,,,,974690559,
1664,A,2002,TRUE,21/11/2001,40,TRUE,,,,,,,-755435521,
1665,A,2002,FALSE,21/11/2001,40,TRUE,,,,,,,-2070684929,
1666,A,2001,TRUE,20/07/2001,40,TRUE,,,,,,,-351325697,
1667,A,2001,TRUE,24/11/2001,40,TRUE,,,,,,,1975069951,
1668,A,2002,TRUE,25/04/2002,41,TRUE,,,,,,,191314943,
1669,A,2001,TRUE,24/07/2001,40,TRUE,,,,,,,1499008767,
1670,A,2001,TRUE,26/07/2001,40,TRUE,,,,,,,848270847,
1671,A,2002,TRUE,27/04/2002,41,TRUE,,,,,,,-1916272385,
1672,A,2001,TRUE,28/07/2001,40,TRUE,,,,,,,931839999,
1673,A,2001,TRUE,31/07/2001,40,TRUE,,,,,,,-1208057089,
1674,A,2001,TRUE,03/12/2001,40,TRUE,,,,,,,-1385219585,
1675,A,2002,TRUE,03/04/2002,41,TRUE,,,,,,,-1732700929,
1676,A,2002,TRUE,04/12/2001,40,TRUE,,,,,,,-469269505,
1677,A,2001,TRUE,06/12/2001,40,TRUE,,,,,,,-1969735937,
1678,A,2002,FALSE,21/07/2002,41,FALSE,,,,,,,-311288321,
1679,A,2002,FALSE,21/07/2002,41,FALSE,,,,,,,-247437057,
1680,A,2002,FALSE,19/07/2002,41,FALSE,,,,,,,-792623105,
1681,A,2001,TRUE,06/12/2001,40,TRUE,,,,,,,561654527,
1682,A,2001,TRUE,10/12/2001,40,TRUE,,,,,,,1369195007,
1683,A,2001,TRUE,07/08/2001,40,TRUE,,,,,,,-1974338305,
1684,A,2000,TRUE,24/11/2000,39,TRUE,,,,,,,-186856449,
1685,A,2002,TRUE,30/07/2002,41,TRUE,,,,,,,658005759,
1686,A,1982,TRUE,26/07/1982,2,FALSE,,,,,,,707896831,
1687,A,1982,TRUE,19/11/1982,2,FALSE,,,,,,,-2094935809,
1689,A,1986,TRUE,09/09/1986,6,FALSE,1986,,,E,U,,-1027780609,
1695,A,2001,TRUE,12/09/2001,40,TRUE,,,,,,,-727264513,
1696,A,2002,FALSE,31/07/2002,41,FALSE,,,,,,,481708543,
1697,A,2002,TRUE,15/01/2002,40,TRUE,,,,,,,-81533697,
1698,A,2001,TRUE,12/09/2001,40,TRUE,,,,,,,-1408822273,
1699,A,2002,TRUE,15/01/2002,40,TRUE,,,,,,,1691977471,
1700,A,2001,TRUE,10/12/2001,40,TRUE,,,,,,,-940691969,
1701,A,2001,TRUE,08/08/2001,40,TRUE,,,,,,,638335231,
1702,A,2002,FALSE,03/08/2002,41,FALSE,,,,,,,-442624001,
1703,A,2002,FALSE,04/08/2002,41,FALSE,,,,,,,-920356097,
1704,A,2002,FALSE,08/08/2002,41,FALSE,,,,,,,-1478667777,
1705,A,2002,FALSE,06/08/2002,41,FALSE,,,,,,,-1613837057,
1706,A,2001,TRUE,18/12/2001,40,TRUE,,,,,,,1806064639,
1707,A,2001,TRUE,19/12/2001,40,TRUE,,,,,,,-1659130113,
1708,A,2001,TRUE,20/12/2001,40,TRUE,,,,,,,969389567,
1709,A,2001,TRUE,20/12/2001,40,TRUE,,,,,,,10461439,
1710,A,2002,TRUE,21/05/2002,41,TRUE,,,,,,,1166270463,
1711,A,2001,TRUE,22/12/2001,40,TRUE,,,,,,,1519592191,
1712,A,2001,TRUE,19/08/2001,40,TRUE,,,,,,,1613847039,
1713,A,2002,FALSE,11/08/2002,41,FALSE,,,,,,,-1326271233,
1714,A,2002,TRUE,25/12/2001,40,TRUE,,,,,,,165323775,
1715,A,2001,TRUE,22/08/2001,40,TRUE,,,,,,,-845228289,
1716,A,2002,FALSE,20/07/2002,41,FALSE,,,,,,,115228159,
1717,A,2001,TRUE,23/08/2001,40,TRUE,,,,,,,-42202881,
1718,A,2001,TRUE,26/12/2001,40,TRUE,,,,,,,-1567709185,
1719,A,2001,TRUE,26/12/2001,40,TRUE,,,,,,,-929903873,
1720,A,2001,TRUE,28/12/2001,40,TRUE,,,,,,,114450943,
1721,A,2001,TRUE,28/12/2001,40,TRUE,,,,,,,1798282495,
1722,A,2001,TRUE,27/08/2001,40,TRUE,,,,,,,1355017215,
1723,A,2002,TRUE,31/05/2002,41,TRUE,,,,,,,402849535,
1724,A,2001,TRUE,29/08/2001,40,TRUE,,,,,,,1246873087,
1725,A,2001,TRUE,01/01/2002,40,TRUE,,,,,,,1262579967,
1726,A,2002,TRUE,01/07/2002,41,FALSE,,,,,,,-253857793,
1727,A,2001,TRUE,03/01/2002,40,TRUE,,,,,,,-1228705025,
1728,A,2001,TRUE,03/01/2002,40,TRUE,,,,,,,820013567,
1729,A,2001,TRUE,01/09/2001,40,TRUE,,,,,,,-1893366529,
1730,A,2002,TRUE,04/01/2002,40,TRUE,,,,,,,2122462207,
1731,A,2002,FALSE,21/07/2002,41,FALSE,,,,,,,1105733375,
1732,A,2002,FALSE,21/08/2002,41,FALSE,,,,,,,859983359,
1733,A,2002,FALSE,12/08/2002,41,FALSE,,,,,,,-594552577,
1734,A,2002,FALSE,15/08/2002,41,FALSE,,,,,,,-661440513,
1735,A,2001,TRUE,03/09/2001,40,TRUE,,,,,,,-1396368641,
1736,A,2002,FALSE,05/08/2002,41,FALSE,,,,,,,-948211201,
1737,A,2002,FALSE,03/09/2002,41,FALSE,,,,,,,-512463617,
1738,A,2002,FALSE,22/08/2002,41,FALSE,,,,,,,-986350593,
1739,A,2002,FALSE,26/07/2002,41,FALSE,,,,,,,888033023,
1740,A,2001,TRUE,10/09/2001,40,TRUE,,,,,,,-2066754049,
1741,A,2002,FALSE,21/07/2002,41,FALSE,,,,,,,-402177793,
1742,A,2002,FALSE,28/07/2002,41,FALSE,,,,,,,902627327,
1743,A,2002,FALSE,05/08/2002,41,FALSE,,,,,,,-1774730497,
1744,A,2001,TRUE,13/09/2001,40,TRUE,,,,,,,-2017232385,
1745,A,2002,TRUE,16/01/2002,40,TRUE,,,,,,,-1430498049,
1746,A,2002,FALSE,30/06/2002,41,FALSE,,,,,,,-889338881,
1747,A,2002,FALSE,25/07/2002,41,FALSE,,,,,,,2125821695,
1748,A,2002,FALSE,17/07/2002,41,FALSE,,,,,,,370826751,
1749,A,2002,FALSE,14/08/2002,41,FALSE,,,,,,Fate egg changed 28-5-09 from unknown to hatched,1749526783,
1750,A,2002,FALSE,29/07/2002,41,FALSE,,,,,,,-1733572609,
1751,A,2001,TRUE,17/09/2001,40,TRUE,,,,,,,1119578879,
1752,A,2002,FALSE,18/08/2002,41,FALSE,,,,,,Fate egg changed 28-5-09 from gone to hatched,-2099740161,
1753,A,2002,TRUE,22/01/2002,41,TRUE,,,,,,,933051647,
1754,A,2001,TRUE,19/09/2001,40,TRUE,,,,,,,704318463,
1755,A,2002,FALSE,11/07/2002,41,FALSE,,,,,,,-790782209,
1756,A,2001,TRUE,20/09/2001,40,TRUE,,,,,,,1380050431,
1757,A,2001,TRUE,23/09/2001,40,TRUE,,,,,,,-1678700289,
1758,A,2002,FALSE,10/07/2002,41,FALSE,,,,,,,-984641537,
1759,A,2001,TRUE,25/09/2001,40,TRUE,,,,,,,-437251329,
1760,A,2001,TRUE,02/10/2001,40,TRUE,,,,,,,-1646622209,
1761,A,2003,TRUE,16/07/2002,41,FALSE,,,,,,"Age at catching UK, possibly CH rung by Ian V?",1488397567,
1762,A,2002,TRUE,10/10/2002,41,TRUE,,,,,,,-263367681,
1763,A,2002,TRUE,08/06/2002,41,TRUE,,,,,,,-2130262273,
1764,A,2003,TRUE,10/03/2003,30,TRUE,,,,,,,-1201246721,
1765,A,2002,TRUE,10/06/2002,41,TRUE,,,,,,,-2052884225,
1766,A,2003,TRUE,13/02/2003,30,TRUE,,,,,,,869816319,
1767,A,2002,TRUE,15/06/2002,41,TRUE,,,,,,,-1753892097,
1768,A,2003,TRUE,20/03/2003,30,TRUE,,,,,,,300519935,
1769,A,2003,TRUE,20/02/2003,30,TRUE,,,,,,,-492172033,
1770,A,2003,TRUE,22/03/2003,30,TRUE,,,,,,,538221567,
1771,A,2001,TRUE,21/08/2001,40,TRUE,,,,,,,147910399,
1772,A,2003,TRUE,26/03/2003,30,TRUE,,,,,,,1537734143,
1773,A,2002,TRUE,26/06/2002,41,TRUE,,,,,,,1811865855,
1774,A,2002,TRUE,29/10/2002,41,TRUE,,,,,,,-1872355329,
1775,A,2002,TRUE,28/06/2002,41,TRUE,,,,,,,-756260097,
1776,A,2002,TRUE,31/10/2002,41,TRUE,,,,,,,-333080065,
1777,A,2003,TRUE,30/03/2003,30,TRUE,,,,,,,773190911,
1778,A,2002,TRUE,03/11/2002,41,TRUE,,,,,,,795927551,
1779,A,2002,TRUE,01/07/2002,41,TRUE,,,,,,,-2049173761,
1780,A,2002,TRUE,03/11/2002,41,TRUE,,,,,,,1663467007,
1781,A,2002,TRUE,02/07/2002,41,TRUE,,,,,,,1503873279,
1782,A,2002,TRUE,07/07/2002,41,TRUE,,,,,,,991487999,
1783,A,2003,TRUE,08/04/2003,30,TRUE,,,,,,,-135001345,
1784,A,2002,TRUE,09/11/2002,41,TRUE,,,,,,,-1917935105,
1785,A,2002,TRUE,11/11/2002,41,TRUE,,,,,,,-1751458561,
1786,A,2002,TRUE,10/07/2002,41,TRUE,,,,,,,-2004734977,
1787,A,2002,TRUE,13/11/2002,41,TRUE,,,,,,,969424639,
1788,A,2002,TRUE,14/11/2002,41,TRUE,,,,,,,-1979578881,
1789,A,2002,TRUE,19/11/2002,41,TRUE,,,,,,,-1657753345,
1790,A,2002,TRUE,17/11/2002,41,TRUE,,,,,,,-938430465,
1791,A,2002,TRUE,17/07/2002,41,TRUE,,,,,,,-903040257,
1792,A,2002,TRUE,16/07/2002,76,TRUE,,,,,,,732211711,
1793,A,2002,TRUE,21/07/2002,41,TRUE,,,,,,,-2571009,
1794,A,2002,TRUE,22/07/2002,41,TRUE,,,,,,,157840383,
1795,A,2002,TRUE,26/07/2002,41,TRUE,,,,,,,171271935,
1796,A,2002,TRUE,28/07/2002,41,TRUE,,,,,,,-1621455361,
1797,A,2002,TRUE,30/11/2002,41,TRUE,,,,,,,1229396223,
1798,A,2003,FALSE,22/07/2003,30,FALSE,,,,,,,2137880575,
1799,A,2002,TRUE,01/12/2002,41,TRUE,,,,,,,-248096001,
1800,A,2002,TRUE,06/08/2002,41,TRUE,,,,,,,1328001535,
1801,A,2002,TRUE,12/12/2002,41,TRUE,,,,,,,1265609983,
1802,A,2002,TRUE,10/08/2002,41,TRUE,,,,,,,-2075935745,
1803,A,2002,TRUE,11/08/2002,41,TRUE,,,,,,,12816127,
1804,A,2003,FALSE,01/08/2003,30,FALSE,,,,,,,105911807,
1805,A,2003,FALSE,01/08/2003,30,FALSE,,,,,,,-1266253569,
1806,A,2003,FALSE,05/08/2003,30,FALSE,,,,,,,-582008833,
1807,A,2002,TRUE,15/12/2002,41,TRUE,,,,,,,2024866559,
1808,A,2003,FALSE,07/08/2003,30,FALSE,,,,,,,1431812607,
1809,A,,FALSE,02/08/2003,76,TRUE,,,,,,,-486566657,
1810,A,,FALSE,01/08/2003,76,TRUE,,,,,,,1060373503,
1811,A,,FALSE,01/08/2002,76,TRUE,,,,,,,-887965953,
1812,A,,FALSE,01/08/2002,76,TRUE,,,,,,,906141183,
1813,A,,FALSE,01/08/2003,76,TRUE,,,,,,,-108074753,
1814,A,,FALSE,01/08/2003,76,TRUE,,,,,,,299239423,
1815,A,,FALSE,31/07/2002,76,TRUE,,,,,,,1346153215,
1816,A,,FALSE,31/07/2002,76,TRUE,,,,,,,-279657985,
1817,A,,FALSE,31/07/2002,76,TRUE,,,,,,,858291455,
1818,A,,FALSE,31/07/2002,76,TRUE,,,,,,,1952009215,
1819,A,2003,TRUE,05/08/2003,30,FALSE,,,,,,,985849599,
1820,A,2003,FALSE,25/07/2003,30,FALSE,,,,,,,965879295,
1821,A,2002,TRUE,16/08/2002,41,TRUE,,,,,,,1996509439,
1822,A,2002,TRUE,17/08/2002,41,TRUE,,,,,,,-2128490497,
1823,A,2002,TRUE,19/08/2002,41,TRUE,,,,,,,-881241345,
1824,A,2003,FALSE,10/08/2003,30,FALSE,,,,,,,-1572943361,
1825,A,2003,FALSE,08/08/2003,30,FALSE,,,,,,,747267327,
1826,A,2003,FALSE,09/08/2003,30,FALSE,,,,,,,-774663169,
1827,A,2002,TRUE,24/12/2002,41,TRUE,,,,,,,-982251777,
1828,A,2003,FALSE,11/08/2003,30,FALSE,,,,,,,807316991,
1829,A,2003,FALSE,18/08/2003,30,FALSE,,,,,,,1333442815,
1830,A,2003,FALSE,11/08/2003,30,FALSE,,,,,,,1129486335,
1831,A,2003,FALSE,19/08/2003,30,FALSE,,,,,,,570882815,
1832,A,2003,FALSE,15/08/2003,30,FALSE,,,,,,,1194709503,
1833,A,2003,FALSE,13/08/2003,30,FALSE,,,,,,,-1010479873,
1834,A,2002,TRUE,27/12/2002,61,TRUE,,,,,,,-104670209,
1835,A,2002,TRUE,27/12/2002,61,TRUE,,,,,,,80097023,
1836,A,2002,TRUE,27/12/2002,61,TRUE,,,,,,,-859294209,
1837,A,2002,TRUE,24/08/2002,61,TRUE,,,,,,,-375512833,
1838,A,2002,TRUE,24/08/2002,61,TRUE,,,,,,,-1534566401,
1839,A,2002,TRUE,27/12/2002,61,TRUE,,,,,,,-276454657,
1840,A,2003,TRUE,26/05/2003,61,TRUE,,,,,,,-1957045761,
1841,A,2002,TRUE,24/08/2002,61,TRUE,,,,,,,1903768831,
1842,A,2002,TRUE,27/12/2002,61,TRUE,,,,,,,38216703,
1843,A,2003,FALSE,17/08/2003,30,FALSE,,,,,,,911824639,
1844,A,2003,FALSE,06/08/2003,30,FALSE,,,,,,,-693191169,
1845,A,2003,FALSE,16/08/2003,30,FALSE,,,,,,,1879738623,
1846,A,2003,FALSE,16/08/2003,30,FALSE,,,,,,,-1528616961,
1847,A,2003,FALSE,19/08/2003,30,FALSE,,,,,,,-1282061569,
1848,A,2003,FALSE,17/08/2003,30,FALSE,,,,,,,1875567103,
1849,A,2003,FALSE,16/08/2003,30,FALSE,,,,,,,-1304027905,
1850,A,2003,FALSE,19/08/2003,30,FALSE,,,,,,,-176133121,
1851,A,2002,TRUE,02/01/2003,41,TRUE,,,,,,,-1144160513,
1852,A,2003,FALSE,20/08/2003,30,FALSE,,,,,,,-1460517377,
1853,A,2003,FALSE,20/08/2003,30,FALSE,,,,,,,1365242111,
1854,A,2003,FALSE,20/08/2003,30,FALSE,,,,,,,2021847039,
1855,A,2003,FALSE,21/08/2003,30,FALSE,,,,,,,1372975871,
1856,A,2003,FALSE,21/08/2003,30,FALSE,,,,,,,-911676929,
1857,A,2003,FALSE,21/08/2003,30,FALSE,,,,,,,-2033449729,
1858,A,2003,FALSE,21/08/2003,30,FALSE,,,,,,,1368306687,
1859,A,1988,TRUE,13/09/1988,8,TRUE,,,,,,,-1698519297,
1860,A,1989,TRUE,30/07/1989,10,FALSE,,,,,,,-1296904705,
1861,A,1994,TRUE,05/06/1994,17,TRUE,,,,,,,-1069655809,
1862,A,1990,TRUE,02/07/1990,12,TRUE,,,,,,,126334975,
1864,A,2003,FALSE,28/07/2003,30,FALSE,,,,,,,-1038880257,
1865,A,2003,FALSE,15/09/2003,30,FALSE,,,,,,,-206902017,
1866,A,2003,FALSE,05/08/2003,30,FALSE,,,,,,,-2003698689,
1867,A,2003,FALSE,19/08/2003,30,FALSE,,,,,,,-52900097,
1868,A,2003,FALSE,09/08/2003,30,FALSE,,,,,,,-149924353,
1869,A,2003,FALSE,07/08/2003,30,FALSE,,,,,,,860209407,
1870,A,2003,FALSE,08/08/2003,30,FALSE,,,,,,,1846640639,
1871,A,2003,TRUE,25/04/2003,30,TRUE,,,,,,,-1620425985,
1872,A,2003,FALSE,17/08/2003,30,FALSE,,,,,,,1445722623,
1873,A,2003,FALSE,06/12/2003,31,FALSE,,,,,,,-2122132225,
1874,A,2003,FALSE,06/08/2003,30,FALSE,,,,,,,-2136325121,
1875,A,2003,FALSE,20/08/2003,30,FALSE,,,,,,,-1347422465,
1876,A,2003,FALSE,10/08/2003,30,FALSE,,,,,,,-1926570497,
1877,A,2003,TRUE,24/09/2003,30,TRUE,,,,,,,-451532545,
1878,A,2001,TRUE,24/12/2001,40,TRUE,,,,,,,2084587519,
1879,A,2003,FALSE,17/09/2003,30,FALSE,,,,,,,-1979847937,
1881,A,2003,FALSE,22/08/2003,30,FALSE,,,,,,,-686751233,
1882,A,2003,TRUE,30/04/2003,30,TRUE,,,,,,,-1124877057,
1883,A,2003,FALSE,29/08/2003,30,FALSE,,,,,,,334990335,
1884,A,2003,FALSE,05/08/2003,30,FALSE,,,,,,,-1528291585,
1885,A,2003,FALSE,20/08/2003,30,FALSE,,,,,,,539125247,
1886,A,2002,TRUE,20/07/2002,41,TRUE,,,,,,,1414500607,
1887,A,2003,FALSE,05/09/2003,30,FALSE,,,,,,,909381631,
1888,A,2003,FALSE,17/08/2003,30,FALSE,,,,,,,-985492737,
1889,A,2003,TRUE,06/10/2003,30,TRUE,,,,,,,1776486911,
1890,A,2003,FALSE,07/08/2003,30,FALSE,,,,,,,-1231182593,
1891,A,2002,TRUE,27/05/2002,41,TRUE,,,,,,,-1868966913,
1892,A,2001,TRUE,27/09/2001,40,TRUE,,,,,,,1914783487,
1893,A,2001,TRUE,19/12/2001,40,TRUE,,,,,,,1863773695,
1894,A,2002,TRUE,30/01/2002,41,TRUE,,,,,,,-1013843713,
1895,A,2003,FALSE,07/09/2003,30,FALSE,,,,,,,1410127871,
1896,A,2003,FALSE,17/09/2003,30,FALSE,,,,,,,-1462224129,
1897,A,2003,FALSE,17/09/2003,30,FALSE,,,,,,,-2017324545,
1898,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-2095018753,
1899,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,951131135,
1900,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-788828417,
1901,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-852986369,
1902,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1182965505,
1903,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1041588225,
1904,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-262216961,
1905,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,2110659071,
1906,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1155762945,
1907,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1034066945,
1908,A,1982,TRUE,27/05/1982,2,FALSE,,,,,,,521574143,
1909,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1586037249,
1910,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,-2135832321,
1911,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,535652351,
1912,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,997624575,
1913,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-316202497,
1914,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-80651009,
1915,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,-675369985,
1916,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-569196801,
1917,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-417167873,
1918,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1479593729,
1919,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1110781951,
1920,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1916849409,
1921,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1257056767,
1922,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1677673727,
1923,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1762331649,
1924,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,865068799,
1925,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1387590145,
1926,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-2122999553,
1927,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1327368193,
1928,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,-824648961,
1929,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1614819839,
1930,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,438709503,
1931,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,304102399,
1932,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1764626175,
1933,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1760520705,
1934,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,-1538981633,
1935,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,672382975,
1936,A,1982,TRUE,27/05/1982,2,FALSE,,,,,,,1248035583,
1937,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-901760513,
1938,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-968485633,
1939,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-815758337,
1940,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1821193983,
1941,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1536368127,
1942,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,1792895231,
1943,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,401246207,
1944,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,805251839,
1945,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,2047689215,
1946,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,352255231,
1947,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1221970943,
1948,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1330470655,
1949,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1173530111,
1950,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,1943982335,
1951,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,612782079,
1952,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,323736319,
1953,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,885475839,
1954,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,921756927,
1955,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,1822430207,
1956,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-955349249,
1957,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,-1253102081,
1958,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,568932607,
1959,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1509484545,
1960,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1810463487,
1961,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,328094207,
1962,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1622920447,
1963,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,484400127,
1964,A,1981,TRUE,28/11/1981,1,TRUE,,,,,,,-1385124097,
1965,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1664567809,
1966,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,463249663,
1967,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,680321023,
1968,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,360194815,
1969,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,58874367,
1970,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1258271999,
1971,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1347181569,
1972,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-2146183425,
1973,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,58670591,
1974,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-879163137,
1975,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-331896833,
1976,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-812135681,
1977,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1170432511,
1978,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1302553345,
1979,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1866263551,
1980,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-526909697,
1981,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-2070755841,
1982,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-528584449,
1983,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,1697083391,
1984,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-1108839681,
1985,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-277779969,
1986,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,-680360705,
1987,A,1981,TRUE,26/07/1981,1,TRUE,,,,,,,429601791,
